,0
2696,@krysoria your fav! 👍
2697,Can’t wait! 🧡
2698,@jesse_.mckenzie
2699,It's like they KNEW it was my birthday 😂
2700,YESSSSSSSS!! 🧡🎃🧡🎃😍😍
2701,yeah you betta 🗣️
2702,"Here you go, @mds5029! 👀🎃"
2703,@deathnonetheless
2704,YAYYYYYYYY 😋😋
2705,the scream I just scrumed!!!!!!! it’s the most wonderful time of the yearrrrr 🎃
2706,Next year I’m gonna need you to make it on 8.21 bc all I want for my bday is a PSL
2707,@allison__lowery 🔥
2708,@wendylovesgir
2709,AHHHHHHHHHHHH
2710,@alexandramguillen our favorite day of the year 🧡😍
2711,🙌😍
2712,@katy.hearon I’ll be over tomorrow morning so we can ring in the pumpkin season together 💁🏼‍♀️😘
2713,👀
2714,@aclasing23 😍
2715,@stefaniegower
2716,FINALLY 🧡
2717,@chrissy_sigler
2718,Happy birthday to me 🥹🥹🥹
2719,@tony.ton.ton
2720,PUMPKIN CREAM COLD BREW SZN!!!
2721,That's my anniversary 😍
2722,@dess_anissa @selinaalise
2723,🎃🎃🎃
2724,What a great birthday present to me! Thanks Starbucks
2725,It’s my second Christmas morning 😍🧡🎃
2726,Way.Too.Excited 🍁
2727,@blu377
2728,My money is yours 😝
2729,@melissaklepp
2730,@beccafyffex
2731,@kelsey.m.mcleod 🙌🙌🙌
2732,i have horse tranquilizer packed for work tomorrow morning!
2733,@m4ri4h2pretty I’m sure you already know 😂
2734,@krista.hall3
2735,On my birthday 🙌
2736,@jenschulz
2737,Y'all don't understand how long I've been waiting for this 😭
2738,Apple crisp oat frap ❤️❤️❤️
2739,ahhhhh!!!!
2740,@tatithecerealkiller 🎃
2741,@lost.in.spring 😜😋😋😋😍 it same weekend for trip ahhhhhhhh
2742,I am elated
2743,@alexandracotte
2744,Finally 🤸🏻‍♂️🤸🏻‍♂️🫶🏼
2745,😮😮😮
2746,@kameryn.morales @_rebecca_diane
2747,@renee_suarez as if you’re not already mad enough about fall things in 90 degrees…. 🤣🤣🤣
2748,@arezoudeetoo 💛🧡
2749,Pumpkin is my favorite season 🎃
2750,Can’t wait to wake up tomorrow morning
2751,There better be pumpkin scones
2752,👏👏👏👏👏👏👏👏
2753,@darioramirez1004 🎃🎃🎃
2754,"Hello pumpkin 🎃 sorry caramel macchiato you will be replaced , only for a wile 😳"
2755,@sarahmforte
2756,@liv_132 @faith.klynstra tmmrw we are going
2757,@cheyenneraineco 😍
2758,OH
2759,Apple Crisp too?!? I hope?!
2760,What?!
2761,🎃🧡🍁😍🥹!!!
2762,🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼 now if only it could bring colder air to Florida
2763,Omg I’m so so happy. 😍
2764,Not. Ready.
2765,🙌🙌🙌🙌🙌🙌🙌
2766,@its_colee_
2767,PSL🎃🫚☕️
2768,@samanthajfair
2769,@jessziranski
2770,Ohh the moment we've all been waiting for 😌🍂
